"Id","Expected"
"row_160",0
"row_161",0
"row_162",0
"row_163",0
"row_164",0
"row_165",0
"row_166",0
"row_167",0
"row_168",0
"row_169",0
"row_170",0
"row_171",0
"row_172",0
"row_173",0
"row_174",0
"row_175",0
"row_176",0
"row_177",0
"row_178",1
"row_179",0
"row_180",0
"row_181",0
"row_182",1
"row_183",1
"row_184",0
"row_185",0
"row_186",0
"row_187",0
"row_188",0
"row_189",0
"row_190",0
"row_191",0
"row_192",0
"row_193",0
"row_194",0
"row_195",0
"row_196",0
"row_197",0
"row_198",0
"row_199",0
"row_200",0
"row_201",0
"row_202",0
"row_203",0
"row_204",0
"row_205",0
"row_206",0
"row_207",0
"row_208",0
"row_209",0
"row_210",0
"row_211",0
"row_212",0
"row_213",0
"row_214",0
"row_215",0
"row_216",0
"row_217",0
"row_218",0
"row_219",0
"row_220",1
"row_221",0
"row_222",0
"row_223",0
"row_224",0
"row_225",0
"row_226",0
"row_227",0
"row_228",0
"row_229",0
"row_230",0
"row_231",0
"row_232",0
"row_233",0
"row_234",0
"row_235",0
"row_236",0
"row_237",0
"row_238",0
"row_239",0
"row_240",1
"row_241",0
"row_242",0
"row_243",0
"row_244",0
"row_245",0
"row_246",0
"row_247",0
"row_248",0
"row_249",0
"row_250",0
"row_251",0
"row_252",0
"row_253",0
"row_254",0
"row_255",0
"row_256",0
"row_257",0
"row_258",0
"row_259",1
"row_260",0
"row_261",0
"row_262",0
"row_263",0
"row_264",0
"row_265",1
"row_266",0
"row_267",0
"row_268",0
"row_269",0
"row_270",0
"row_271",0
"row_272",0
"row_273",0
"row_274",1
"row_275",0
"row_276",0
"row_277",0
"row_278",0
"row_279",0
"row_280",0
"row_281",0
"row_282",0
"row_283",0
"row_284",0
"row_285",0
"row_286",0
"row_287",0
"row_288",0
"row_289",0
"row_290",0
"row_291",0
"row_292",0
"row_293",1
"row_294",0
"row_295",0
"row_296",0
"row_297",0
"row_298",0
"row_299",0
"row_300",0
"row_301",0
"row_302",0
"row_303",1
"row_304",0
"row_305",0
"row_306",0
"row_307",0
"row_308",0
"row_309",0
"row_310",0
"row_311",0
"row_312",0
"row_313",0
"row_314",0
"row_315",0
"row_316",0
"row_317",0
"row_318",0
"row_319",0
"row_320",0
"row_321",0
"row_322",0
"row_323",0
"row_324",0
"row_325",0
"row_326",0
"row_327",0
"row_328",0
"row_329",0
"row_330",0
"row_331",0
"row_332",0
"row_333",0
"row_334",0
"row_335",0
"row_336",0
"row_337",0
"row_338",0
"row_339",0
"row_340",0
"row_341",0
"row_342",0
"row_343",0
"row_344",0
"row_345",0
"row_346",0
"row_347",0
"row_348",1
"row_349",0
"row_350",0
"row_351",0
"row_352",0
"row_353",0
"row_354",1
"row_355",0
"row_356",0
"row_357",0
"row_358",0
"row_359",0
"row_360",0
"row_361",0
"row_362",0
"row_363",0
"row_364",0
"row_365",0
"row_366",0
"row_367",0
"row_368",0
"row_369",0
"row_370",0
"row_371",0
"row_372",0
"row_373",0
"row_374",1
"row_375",0
"row_376",0
"row_377",0
"row_378",1
"row_379",0
"row_380",0
"row_381",0
"row_382",1
"row_383",0
"row_384",0
"row_385",0
"row_386",0
"row_387",0
"row_388",0
"row_389",0
"row_390",0
"row_391",0
"row_392",0
"row_393",0
"row_394",0
"row_395",0
"row_396",0
"row_397",0
"row_398",0
"row_399",0
"row_400",0
"row_401",0
"row_402",0
"row_403",0
"row_404",0
"row_405",0
"row_406",0
"row_407",0
"row_408",0
"row_409",0
"row_410",0
"row_411",0
"row_412",0
"row_413",0
"row_414",0
"row_415",0
"row_416",0
"row_417",0
"row_418",0
"row_419",0
"row_420",0
"row_421",0
"row_422",0
"row_423",0
"row_424",0
"row_425",0
"row_426",0
"row_427",0
"row_428",0
"row_429",0
"row_430",0
"row_431",0
"row_432",0
"row_433",0
"row_434",0
"row_435",0
"row_436",0
"row_437",0
"row_438",1
"row_439",0
"row_440",0
"row_441",0
"row_442",0
"row_443",0
"row_444",0
"row_445",0
"row_446",1
"row_447",0
"row_448",0
"row_449",1
"row_450",0
"row_451",1
"row_452",0
"row_453",0
"row_454",0
"row_455",0
"row_456",0
"row_457",0
"row_458",0
"row_459",0
"row_460",0
"row_461",0
"row_462",0
"row_463",0
"row_464",0
"row_465",0
"row_466",0
"row_467",0
"row_468",0
"row_469",0
"row_470",0
"row_471",0
"row_472",0
"row_473",0
"row_474",0
"row_475",0
"row_476",0
"row_477",0
"row_478",0
"row_479",0
"row_480",0
"row_481",0
"row_482",0
"row_483",0
"row_484",0
"row_485",0
"row_486",0
"row_487",1
"row_488",0
"row_489",0
"row_490",0
"row_491",0
"row_492",0
"row_493",0
"row_494",0
"row_495",0
"row_496",0
"row_497",0
"row_498",0
"row_499",0
"row_500",0
"row_501",0
"row_502",0
"row_503",0
"row_504",0
"row_505",0
"row_506",0
"row_507",0
"row_508",0
"row_509",0
"row_510",0
"row_511",0
"row_512",0
"row_513",0
"row_514",0
"row_515",0
"row_516",1
"row_517",0
"row_518",0
"row_519",0
"row_520",0
"row_521",0
"row_522",1
"row_523",0
"row_524",0
"row_525",0
"row_526",0
"row_527",0
"row_528",0
"row_529",1
"row_530",0
"row_531",0
"row_532",0
"row_533",0
"row_534",0
"row_535",0
"row_536",0
"row_537",0
"row_538",0
"row_539",0
"row_540",0
"row_541",0
"row_542",0
"row_543",0
"row_544",0
"row_545",0
"row_546",0
"row_547",0
"row_548",1
"row_549",0
"row_550",0
"row_551",0
"row_552",0
"row_553",0
"row_554",0
"row_555",0
"row_556",0
"row_557",0
"row_558",1
"row_559",0
"row_560",0
"row_561",0
"row_562",0
"row_563",0
"row_564",0
"row_565",0
"row_566",0
"row_567",0
"row_568",0
"row_569",0
"row_570",0
"row_571",0
"row_572",0
"row_573",0
"row_574",0
"row_575",0
"row_576",0
"row_577",0
"row_578",0
"row_579",0
"row_580",0
"row_581",0
"row_582",0
"row_583",0
"row_584",0
"row_585",0
"row_586",0
"row_587",0
"row_588",0
"row_589",0
"row_590",0
"row_591",0
"row_592",0
"row_593",0
"row_594",0
"row_595",0
"row_596",0
"row_597",0
"row_598",0
"row_599",0
"row_600",0
"row_601",1
"row_602",0
"row_603",0
"row_604",0
"row_605",1
"row_606",0
"row_607",1
"row_608",0
"row_609",0
"row_610",0
"row_611",0
"row_612",0
"row_613",0
"row_614",0
"row_615",0
"row_616",0
"row_617",0
"row_618",0
"row_619",0
"row_620",0
"row_621",0
"row_622",0
"row_623",0
"row_624",0
"row_625",0
"row_626",0
"row_627",0
"row_628",0
"row_629",0
"row_630",0
"row_631",0
"row_632",0
"row_633",0
"row_634",0
"row_635",0
"row_636",0
"row_637",0
"row_638",0
"row_639",0
"row_640",0
"row_641",0
"row_642",1
"row_643",1
"row_644",0
"row_645",0
"row_646",0
"row_647",0
"row_648",0
"row_649",0
"row_650",0
"row_651",0
"row_652",0
"row_653",0
"row_654",0
"row_655",0
"row_656",0
"row_657",0
"row_658",0
"row_659",0
"row_660",0
"row_661",0
"row_662",0
"row_663",0
"row_664",0
"row_665",0
"row_666",0
"row_667",0
"row_668",0
"row_669",0
"row_670",0
"row_671",0
"row_672",0
"row_673",0
"row_674",0
"row_675",0
"row_676",0
"row_677",0
"row_678",0
"row_679",0
"row_680",0
"row_681",0
"row_682",0
"row_683",0
"row_684",0
"row_685",0
"row_686",1
"row_687",0
"row_688",0
"row_689",0
"row_690",0
"row_691",0
"row_692",0
"row_693",0
"row_694",0
"row_695",0
"row_696",0
"row_697",0
"row_698",0
"row_699",1
"row_700",0
"row_701",1
"row_702",0
"row_703",0
"row_704",0
"row_705",0
"row_706",0
"row_707",0
"row_708",0
"row_709",0
"row_710",0
"row_711",0
"row_712",0
"row_713",0
"row_714",0
"row_715",0
"row_716",0
"row_717",1
"row_718",0
"row_719",0
"row_720",0
"row_721",0
"row_722",0
"row_723",0
"row_724",0
"row_725",0
"row_726",0
"row_727",0
"row_728",0
"row_729",0
"row_730",0
"row_731",0
"row_732",0
"row_733",0
"row_734",0
"row_735",0
"row_736",0
"row_737",0
"row_738",0
"row_739",0
"row_740",0
"row_741",0
"row_742",0
"row_743",0
"row_744",1
"row_745",0
"row_746",0
"row_747",0
"row_748",0
"row_749",0
"row_750",0
"row_751",0
"row_752",0
"row_753",0
"row_754",0
"row_755",0
"row_756",0
"row_757",0
"row_758",0
"row_759",0
"row_760",0
"row_761",0
"row_762",0
"row_763",0
"row_764",0
"row_765",0
"row_766",0
"row_767",0
"row_768",0
"row_769",1
"row_770",0
"row_771",0
"row_772",0
"row_773",0
"row_774",0
"row_775",0
"row_776",0
"row_777",0
"row_778",0
"row_779",0
"row_780",0
"row_781",0
"row_782",0
"row_783",0
"row_784",0
"row_785",0
"row_786",0
"row_787",0
"row_788",0
"row_789",0
"row_790",0
"row_791",0
"row_792",0
"row_793",0
"row_794",0
"row_795",0
"row_796",0
"row_797",0
"row_798",0
"row_799",0
"row_800",0
"row_801",0
"row_802",0
"row_803",1
"row_804",0
"row_805",0
"row_806",0
"row_807",0
"row_808",0
"row_809",0
"row_810",0
"row_811",0
"row_812",1
"row_813",0
"row_814",0
"row_815",0
"row_816",0
"row_817",0
"row_818",0
"row_819",0
"row_820",0
"row_821",0
"row_822",0
"row_823",0
"row_824",0
"row_825",0
"row_826",1
"row_827",0
"row_828",0
"row_829",0
"row_830",0
"row_831",0
"row_832",0
"row_833",0
"row_834",0
"row_835",1
"row_836",0
"row_837",0
"row_838",0
"row_839",0
"row_840",0
"row_841",0
"row_842",0
"row_843",0
"row_844",0
"row_845",0
"row_846",0
"row_847",0
"row_848",0
"row_849",0
"row_850",0
"row_851",0
"row_852",0
"row_853",0
"row_854",0
"row_855",0
"row_856",0
"row_857",0
"row_858",0
"row_859",0
"row_860",0
"row_861",0
"row_862",1
"row_863",0
"row_864",0
"row_865",0
"row_866",0
"row_867",0
"row_868",0
"row_869",0
"row_870",0
"row_871",0
"row_872",0
"row_873",0
"row_874",0
"row_875",0
"row_876",0
"row_877",0
"row_878",0
"row_879",0
"row_880",0
"row_881",0
"row_882",0
"row_883",0
"row_884",0
"row_885",0
"row_886",1
"row_887",0
"row_888",1
"row_889",0
"row_890",0
"row_891",0
"row_892",0
"row_893",0
"row_894",0
"row_895",0
"row_896",0
"row_897",0
"row_898",0
"row_899",0
"row_900",0
"row_901",0
"row_902",0
"row_903",0
"row_904",0
"row_905",0
"row_906",0
"row_907",0
"row_908",0
"row_909",0
"row_910",0
"row_911",0
"row_912",0
"row_913",0
"row_914",0
"row_915",0
"row_916",0
"row_917",0
"row_918",0
"row_919",0
"row_920",1
"row_921",0
"row_922",0
"row_923",1
"row_924",0
"row_925",0
"row_926",0
"row_927",0
"row_928",0
"row_929",0
"row_930",0
"row_931",0
"row_932",0
"row_933",0
"row_934",0
"row_935",0
"row_936",0
"row_937",0
"row_938",0
"row_939",0
"row_940",0
"row_941",1
"row_942",0
"row_943",0
"row_944",0
"row_945",0
"row_946",0
"row_947",1
"row_948",0
"row_949",0
"row_950",0
"row_951",0
"row_952",0
"row_953",0
"row_954",1
"row_955",0
"row_956",0
"row_957",0
"row_958",0
"row_959",0
"row_960",0
"row_961",0
"row_962",0
"row_963",0
"row_964",0
"row_965",0
"row_966",0
"row_967",0
"row_968",0
"row_969",0
"row_970",0
"row_971",0
"row_972",0
"row_973",0
"row_974",0
"row_975",0
"row_976",0
"row_977",0
"row_978",0
"row_979",0
"row_980",0
"row_981",0
"row_982",0
"row_983",1
"row_984",0
"row_985",0
"row_986",0
"row_987",0
"row_988",0
"row_989",0
"row_990",0
"row_991",0
"row_992",0
"row_993",0
"row_994",0
"row_995",0
"row_996",1
"row_997",0
"row_998",0
"row_999",0
"row_1000",0
"row_1001",0
"row_1002",0
"row_1003",0
"row_1004",0
"row_1005",0
"row_1006",0
"row_1007",0
"row_1008",0
"row_1009",0
"row_1010",0
"row_1011",0
"row_1012",0
"row_1013",0
"row_1014",0
"row_1015",0
"row_1016",0
"row_1017",0
"row_1018",0
"row_1019",0
"row_1020",0
"row_1021",0
"row_1022",0
"row_1023",0
"row_1024",0
"row_1025",0
"row_1026",0
"row_1027",0
"row_1028",0
"row_1029",0
"row_1030",0
"row_1031",1
"row_1032",0
"row_1033",0
"row_1034",0
"row_1035",0
"row_1036",0
"row_1037",0
"row_1038",0
"row_1039",1
"row_1040",0
"row_1041",0
"row_1042",0
"row_1043",0
"row_1044",0
"row_1045",0
"row_1046",0
"row_1047",0
"row_1048",0
"row_1049",0
"row_1050",1
"row_1051",0
"row_1052",0
"row_1053",0
"row_1054",0
"row_1055",0
"row_1056",0
"row_1057",0
"row_1058",1
"row_1059",0
"row_1060",0
"row_1061",0
"row_1062",0
"row_1063",0
"row_1064",0
"row_1065",0
"row_1066",0
"row_1067",1
"row_1068",0
"row_1069",0
"row_1070",0
"row_1071",0
"row_1072",0
"row_1073",0
"row_1074",0
"row_1075",0
"row_1076",0
"row_1077",0
"row_1078",0
"row_1079",0
"row_1080",0
"row_1081",0
"row_1082",0
"row_1083",0
"row_1084",0
"row_1085",0
"row_1086",0
"row_1087",0
"row_1088",0
"row_1089",0
"row_1090",0
"row_1091",0
"row_1092",0
"row_1093",0
"row_1094",0
"row_1095",0
"row_1096",0
"row_1097",0
"row_1098",0
"row_1099",0
"row_1100",0
"row_1101",0
"row_1102",0
"row_1103",0
"row_1104",0
"row_1105",0
"row_1106",0
"row_1107",0
"row_1108",0
"row_1109",0
"row_1110",0
"row_1111",0
"row_1112",0
"row_1113",0
"row_1114",0
"row_1115",0
"row_1116",0
"row_1117",0
"row_1118",1
"row_1119",0
"row_1120",0
"row_1121",0
"row_1122",0
"row_1123",0
"row_1124",1
"row_1125",0
"row_1126",0
"row_1127",0
"row_1128",0
"row_1129",0
"row_1130",0
"row_1131",1
"row_1132",0
"row_1133",0
"row_1134",0
"row_1135",0
"row_1136",0
"row_1137",0
"row_1138",0
"row_1139",0
"row_1140",0
"row_1141",0
"row_1142",1
"row_1143",1
"row_1144",0
"row_1145",0
"row_1146",0
"row_1147",0
"row_1148",0
"row_1149",0
"row_1150",0
"row_1151",0
"row_1152",0
"row_1153",0
"row_1154",0
"row_1155",0
"row_1156",0
"row_1157",0
"row_1158",0
"row_1159",0
"row_1160",0
"row_1161",0
"row_1162",0
"row_1163",0
"row_1164",0
"row_1165",0
"row_1166",0
"row_1167",0
"row_1168",0
"row_1169",0
"row_1170",0
"row_1171",0
"row_1172",0
"row_1173",0
"row_1174",0
"row_1175",0
"row_1176",0
"row_1177",0
"row_1178",0
"row_1179",0
"row_1180",0
"row_1181",0
"row_1182",0
"row_1183",0
"row_1184",0
"row_1185",0
"row_1186",0
"row_1187",0
"row_1188",0
"row_1189",0
"row_1190",0
"row_1191",0
"row_1192",0
"row_1193",0
"row_1194",0
"row_1195",0
"row_1196",0
"row_1197",0
"row_1198",1
"row_1199",0
"row_1200",0
"row_1201",1
"row_1202",1
"row_1203",0
"row_1204",1
"row_1205",0
"row_1206",0
"row_1207",0
"row_1208",0
"row_1209",0
"row_1210",0
"row_1211",0
"row_1212",0
"row_1213",0
"row_1214",0
"row_1215",0
"row_1216",0
"row_1217",0
"row_1218",0
"row_1219",0
"row_1220",0
"row_1221",0
"row_1222",0
"row_1223",0
"row_1224",0
"row_1225",0
"row_1226",0
"row_1227",0
"row_1228",0
"row_1229",0
"row_1230",0
"row_1231",1
"row_1232",0
"row_1233",0
"row_1234",0
"row_1235",0
"row_1236",0
"row_1237",0
"row_1238",0
"row_1239",0
"row_1240",0
"row_1241",0
"row_1242",0
"row_1243",0
"row_1244",0
"row_1245",0
"row_1246",0
"row_1247",0
"row_1248",0
"row_1249",0
"row_1250",0
"row_1251",0
"row_1252",0
"row_1253",0
"row_1254",0
"row_1255",0
"row_1256",0
"row_1257",0
"row_1258",0
"row_1259",0
"row_1260",0
"row_1261",0
"row_1262",0
"row_1263",0
"row_1264",0
"row_1265",0
"row_1266",0
"row_1267",0
"row_1268",0
"row_1269",0
"row_1270",0
"row_1271",0
"row_1272",0
"row_1273",0
"row_1274",0
"row_1275",0
"row_1276",0
"row_1277",0
"row_1278",0
"row_1279",0
"row_1280",0
"row_1281",1
"row_1282",0
"row_1283",1
"row_1284",0
"row_1285",1
"row_1286",1
"row_1287",0
"row_1288",0
"row_1289",0
"row_1290",0
"row_1291",0
"row_1292",0
"row_1293",0
"row_1294",0
"row_1295",0
"row_1296",0
"row_1297",0
"row_1298",0
"row_1299",0
"row_1300",0
"row_1301",0
"row_1302",0
"row_1303",0
"row_1304",0
"row_1305",0
"row_1306",0
"row_1307",0
"row_1308",0
"row_1309",0
"row_1310",0
"row_1311",0
"row_1312",0
"row_1313",0
"row_1314",0
"row_1315",0
"row_1316",0
"row_1317",0
"row_1318",0
"row_1319",0
"row_1320",0
"row_1321",0
"row_1322",1
"row_1323",0
"row_1324",0
"row_1325",0
"row_1326",0
"row_1327",0
"row_1328",0
"row_1329",0
"row_1330",0
"row_1331",0
"row_1332",0
"row_1333",0
"row_1334",0
"row_1335",0
"row_1336",0
"row_1337",0
"row_1338",0
"row_1339",0
"row_1340",0
"row_1341",0
"row_1342",0
"row_1343",0
"row_1344",0
"row_1345",0
"row_1346",0
"row_1347",0
"row_1348",0
"row_1349",0
"row_1350",0
"row_1351",0
"row_1352",0
"row_1353",0
"row_1354",0
"row_1355",0
"row_1356",0
"row_1357",0
"row_1358",0
"row_1359",0
"row_1360",0
"row_1361",0
"row_1362",0
"row_1363",0
"row_1364",0
"row_1365",0
"row_1366",1
"row_1367",0
"row_1368",0
"row_1369",0
"row_1370",0
"row_1371",0
"row_1372",0
"row_1373",0
"row_1374",0
"row_1375",0
"row_1376",0
"row_1377",0
"row_1378",0
"row_1379",1
"row_1380",0
"row_1381",1
"row_1382",0
"row_1383",0
"row_1384",0
"row_1385",0
"row_1386",0
"row_1387",0
"row_1388",0
"row_1389",0
"row_1390",0
"row_1391",0
"row_1392",0
"row_1393",0
"row_1394",0
"row_1395",0
"row_1396",0
"row_1397",0
"row_1398",0
"row_1399",0
"row_1400",0
"row_1401",1
"row_1402",0
"row_1403",0
"row_1404",0
"row_1405",0
"row_1406",0
"row_1407",0
"row_1408",1
"row_1409",0
"row_1410",0
"row_1411",0
"row_1412",0
"row_1413",0
"row_1414",0
"row_1415",0
"row_1416",0
"row_1417",0
"row_1418",0
"row_1419",0
"row_1420",0
"row_1421",0
"row_1422",0
"row_1423",0
"row_1424",0
"row_1425",0
"row_1426",0
"row_1427",0
"row_1428",0
"row_1429",0
"row_1430",0
"row_1431",0
"row_1432",0
"row_1433",0
"row_1434",0
"row_1435",0
"row_1436",0
"row_1437",0
"row_1438",0
"row_1439",0
"row_1440",0
"row_1441",0
"row_1442",0
"row_1443",0
"row_1444",0
"row_1445",0
"row_1446",0
"row_1447",0
"row_1448",0
"row_1449",0
"row_1450",0
"row_1451",0
"row_1452",0
"row_1453",1
"row_1454",0
"row_1455",1
"row_1456",0
"row_1457",1
"row_1458",0
"row_1459",0
"row_1460",0
"row_1461",0
"row_1462",0
"row_1463",0
"row_1464",1
"row_1465",0
"row_1466",0
"row_1467",0
"row_1468",0
"row_1469",0
"row_1470",0
"row_1471",0
"row_1472",0
"row_1473",0
"row_1474",0
"row_1475",0
"row_1476",0
"row_1477",0
"row_1478",0
"row_1479",0
"row_1480",0
"row_1481",0
"row_1482",0
"row_1483",0
"row_1484",0
"row_1485",0
"row_1486",0
"row_1487",0
"row_1488",0
"row_1489",0
"row_1490",0
"row_1491",0
"row_1492",0
"row_1493",0
"row_1494",0
"row_1495",0
"row_1496",0
"row_1497",0
"row_1498",0
"row_1499",0
"row_1500",0
"row_1501",0
"row_1502",0
"row_1503",0
"row_1504",0
"row_1505",0
"row_1506",0
"row_1507",0
"row_1508",0
"row_1509",1
"row_1510",0
"row_1511",0
"row_1512",0
"row_1513",0
"row_1514",0
"row_1515",0
"row_1516",0
"row_1517",0
"row_1518",0
"row_1519",0
"row_1520",0
"row_1521",0
"row_1522",0
"row_1523",0
"row_1524",0
"row_1525",0
"row_1526",0
"row_1527",0
"row_1528",0
"row_1529",0
"row_1530",0
"row_1531",0
"row_1532",0
"row_1533",0
"row_1534",0
"row_1535",0
"row_1536",0
"row_1537",0
"row_1538",1
"row_1539",0
"row_1540",0
"row_1541",0
"row_1542",0
"row_1543",0
"row_1544",1
"row_1545",0
"row_1546",0
"row_1547",0
"row_1548",0
"row_1549",0
"row_1550",0
"row_1551",0
"row_1552",1
"row_1553",0
"row_1554",0
"row_1555",0
"row_1556",0
"row_1557",0
"row_1558",0
"row_1559",0
"row_1560",0
"row_1561",0
"row_1562",0
"row_1563",0
"row_1564",0
"row_1565",0
"row_1566",0
"row_1567",0
"row_1568",0
"row_1569",0
"row_1570",0
"row_1571",0
"row_1572",0
"row_1573",0
"row_1574",0
"row_1575",0
"row_1576",0
"row_1577",0
"row_1578",0
"row_1579",0
"row_1580",0
"row_1581",0
"row_1582",0
"row_1583",1
"row_1584",0
"row_1585",0
"row_1586",0
"row_1587",0
"row_1588",0
"row_1589",0
"row_1590",0
"row_1591",1
"row_1592",0
"row_1593",0
"row_1594",0
"row_1595",0
"row_1596",0
"row_1597",0
"row_1598",0
"row_1599",0
"row_1600",0
"row_1601",0
"row_1602",0
"row_1603",0
"row_1604",0
"row_1605",0
"row_1606",0
"row_1607",0
"row_1608",0
"row_1609",0
"row_1610",0
"row_1611",0
"row_1612",0
"row_1613",0
"row_1614",0
"row_1615",0
"row_1616",0
"row_1617",0
"row_1618",0
"row_1619",0
"row_1620",0
"row_1621",1
"row_1622",0
"row_1623",0
"row_1624",0
"row_1625",0
"row_1626",0
"row_1627",1
"row_1628",0
"row_1629",1
"row_1630",0
"row_1631",0
"row_1632",0
"row_1633",0
"row_1634",0
"row_1635",0
"row_1636",0
"row_1637",0
"row_1638",0
"row_1639",0
"row_1640",0
"row_1641",0
"row_1642",0
"row_1643",0
"row_1644",0
"row_1645",0
"row_1646",0
"row_1647",0
"row_1648",0
"row_1649",0
"row_1650",0
"row_1651",0
"row_1652",0
"row_1653",1
"row_1654",0
"row_1655",0
"row_1656",0
"row_1657",0
"row_1658",0
"row_1659",0
"row_1660",0
"row_1661",0
"row_1662",0
"row_1663",1
"row_1664",0
"row_1665",0
"row_1666",0
"row_1667",0
"row_1668",0
"row_1669",0
"row_1670",0
"row_1671",0
"row_1672",0
"row_1673",0
"row_1674",0
"row_1675",0
"row_1676",0
"row_1677",0
"row_1678",0
"row_1679",0
"row_1680",0
"row_1681",0
"row_1682",0
"row_1683",0
"row_1684",0
"row_1685",0
"row_1686",0
"row_1687",0
"row_1688",0
"row_1689",0
"row_1690",0
"row_1691",0
"row_1692",0
"row_1693",0
"row_1694",0
"row_1695",0
"row_1696",0
"row_1697",0
"row_1698",0
"row_1699",0
"row_1700",0
"row_1701",0
"row_1702",0
"row_1703",0
"row_1704",0
"row_1705",0
"row_1706",0
"row_1707",0
"row_1708",0
"row_1709",0
"row_1710",0
"row_1711",0
"row_1712",0
"row_1713",1
"row_1714",0
"row_1715",0
"row_1716",0
"row_1717",0
"row_1718",0
"row_1719",1
"row_1720",0
"row_1721",1
"row_1722",0
"row_1723",0
"row_1724",0
"row_1725",0
"row_1726",1
"row_1727",0
"row_1728",0
"row_1729",0
"row_1730",0
"row_1731",0
"row_1732",0
"row_1733",0
"row_1734",0
"row_1735",0
"row_1736",0
"row_1737",0
"row_1738",0
"row_1739",0
"row_1740",0
"row_1741",0
"row_1742",0
"row_1743",0
"row_1744",0
"row_1745",0
"row_1746",0
"row_1747",0
"row_1748",0
"row_1749",0
"row_1750",0
"row_1751",0
"row_1752",0
"row_1753",0
"row_1754",0
"row_1755",0
"row_1756",0
"row_1757",0
"row_1758",0
"row_1759",0
"row_1760",0
"row_1761",0
"row_1762",1
"row_1763",0
"row_1764",0
"row_1765",0
"row_1766",0
"row_1767",0
"row_1768",0
"row_1769",0
"row_1770",0
"row_1771",0
"row_1772",0
"row_1773",0
"row_1774",0
"row_1775",0
"row_1776",0
"row_1777",0
"row_1778",0
"row_1779",0
"row_1780",0
"row_1781",0
"row_1782",0
"row_1783",0
"row_1784",0
"row_1785",0
"row_1786",0
"row_1787",0
"row_1788",0
"row_1789",0
"row_1790",0
"row_1791",0
"row_1792",0
"row_1793",0
"row_1794",0
"row_1795",0
"row_1796",0
"row_1797",1
"row_1798",1
"row_1799",0
"row_1800",0
"row_1801",0
"row_1802",0
"row_1803",0
"row_1804",0
"row_1805",0
"row_1806",1
"row_1807",0
"row_1808",0
"row_1809",0
"row_1810",0
"row_1811",0
"row_1812",0
"row_1813",0
"row_1814",0
"row_1815",0
"row_1816",0
"row_1817",0
"row_1818",0
"row_1819",0
"row_1820",0
"row_1821",0
"row_1822",0
"row_1823",1
"row_1824",0
"row_1825",0
"row_1826",0
"row_1827",0
"row_1828",0
"row_1829",0
"row_1830",0
"row_1831",0
"row_1832",0
"row_1833",0
"row_1834",0
"row_1835",0
"row_1836",0
"row_1837",0
"row_1838",0
"row_1839",0
"row_1840",0
"row_1841",0
"row_1842",0
"row_1843",0
"row_1844",0
"row_1845",0
"row_1846",0
"row_1847",1
"row_1848",0
"row_1849",0
"row_1850",0
"row_1851",0
"row_1852",0
"row_1853",0
"row_1854",0
"row_1855",0
"row_1856",0
"row_1857",0
"row_1858",0
"row_1859",0
"row_1860",0
"row_1861",0
"row_1862",0
"row_1863",0
"row_1864",0
"row_1865",0
"row_1866",0
"row_1867",0
"row_1868",0
"row_1869",0
"row_1870",0
"row_1871",0
"row_1872",0
